clics_db_id,dependent_id,product_id,group_policy_cluster_product_id,coverage_amount,effective_date
18259,4987,32,13,0.00,2019-01-01
18260,4988,24,11,0.00,2019-01-01
18261,4988,25,14,0.00,2019-01-01
18262,4988,32,13,0.00,2019-01-01
18263,4989,24,11,0.00,2019-01-01
18264,4989,25,14,0.00,2019-01-01
18265,4989,32,13,0.00,2019-01-01
18266,4990,24,11,0.00,2019-01-01
18267,4990,25,14,0.00,2019-01-01
18268,4990,32,13,0.00,2019-01-01
18269,4991,24,11,0.00,2019-06-17
18270,4991,25,14,0.00,2019-06-17
18271,4991,32,13,0.00,2019-06-17
18272,4992,24,11,0.00,2019-01-01
18273,4992,25,14,0.00,2019-01-01
18274,4992,32,13,0.00,2019-01-01
18275,4993,24,11,0.00,2019-01-01
18276,4993,25,14,0.00,2019-01-01
18277,4993,32,13,0.00,2019-01-01
18278,4994,24,11,0.00,2019-01-01
18279,4994,25,14,0.00,2019-01-01
18280,4994,32,13,0.00,2019-01-01
18281,4995,24,11,0.00,2019-01-01
18282,4995,25,14,0.00,2019-01-01
18283,4995,32,13,0.00,2019-01-01
18284,4996,24,11,0.00,2019-01-01
18285,4996,25,14,0.00,2019-01-01
18286,4996,32,13,0.00,2019-01-01
18287,4997,24,11,0.00,2019-01-01
18288,4997,25,14,0.00,2019-01-01
18289,4997,32,13,0.00,2019-01-01
18290,4998,24,11,0.00,2019-08-03
18291,4998,25,14,0.00,2019-08-03
18292,4998,32,13,0.00,2019-08-03
18293,4999,24,11,0.00,2019-01-01
18294,4999,25,14,0.00,2019-01-01
18295,4999,32,13,0.00,2019-01-01
18296,5000,24,11,0.00,2019-01-01
18297,5000,25,14,0.00,2019-01-01
18298,5000,32,13,0.00,2019-01-01
18299,5001,24,11,0.00,2019-01-01
18300,5001,25,14,0.00,2019-01-01
18301,5001,32,13,0.00,2019-01-01
18302,5002,24,11,0.00,2019-01-01
18303,5002,25,14,0.00,2019-01-01
18304,5002,32,13,0.00,2019-01-01
18305,5003,24,11,0.00,2019-01-01
18306,5003,25,14,0.00,2019-01-01
18307,5003,32,13,0.00,2019-01-01
18308,5004,24,11,0.00,2019-01-01
18309,5004,25,14,0.00,2019-01-01
18310,5004,32,13,0.00,2019-01-01
18311,5005,24,11,0.00,2019-01-01
18312,5005,25,14,0.00,2019-01-01
18313,5005,32,13,0.00,2019-01-01
18314,5006,24,11,0.00,2019-01-01
18315,5006,25,14,0.00,2019-01-01
18316,5006,32,13,0.00,2019-01-01
18317,5007,24,11,0.00,2019-01-01
18318,5007,25,14,0.00,2019-01-01
18319,5007,32,13,0.00,2019-01-01
18320,5008,24,11,0.00,2019-01-01
18321,5008,25,14,0.00,2019-01-01
18322,5008,32,13,0.00,2019-01-01
18323,5009,24,11,0.00,2019-01-01
18324,5009,25,14,0.00,2019-01-01
18325,5009,32,13,0.00,2019-01-01
18326,5010,24,11,0.00,2019-01-01
18327,5010,25,14,0.00,2019-01-01
18328,5010,32,13,0.00,2019-01-01
18329,5011,24,11,0.00,2019-01-01
18330,5011,25,14,0.00,2019-01-01
18331,5011,32,13,0.00,2019-01-01
18332,5012,24,11,0.00,2019-10-03
18333,5012,25,14,0.00,2019-10-03
18334,5012,32,13,0.00,2019-10-03
18335,5013,24,11,0.00,2019-01-01
18336,5013,25,14,0.00,2019-01-01
18337,5013,32,13,0.00,2019-01-01
18338,5014,24,11,0.00,2019-01-01
18339,5014,25,14,0.00,2019-01-01
18340,5014,32,13,0.00,2019-01-01
18341,5015,24,11,0.00,2019-01-01
18342,5015,25,14,0.00,2019-01-01
18343,5015,32,13,0.00,2019-01-01
18344,5016,24,11,0.00,2019-01-01
18345,5016,25,14,0.00,2019-01-01
18346,5016,32,13,0.00,2019-01-01
18347,5017,24,11,0.00,2019-01-01
18348,5017,25,14,0.00,2019-01-01
18349,5017,32,13,0.00,2019-01-01
18350,5018,24,11,0.00,2019-01-01
18351,5018,25,14,0.00,2019-01-01
18352,5018,32,13,0.00,2019-01-01
18353,5019,24,11,0.00,2019-01-01
18354,5019,25,14,0.00,2019-01-01
18355,5019,32,13,0.00,2019-01-01
18356,5020,24,11,0.00,2019-01-01
18357,5020,25,14,0.00,2019-01-01
18358,5020,32,13,0.00,2019-01-01
18359,5021,24,11,0.00,2019-01-01
18360,5021,25,14,0.00,2019-01-01
18361,5021,32,13,0.00,2019-01-01
18362,5022,24,11,0.00,2019-01-01
18363,5022,25,14,0.00,2019-01-01
18364,5022,32,13,0.00,2019-01-01
18365,5023,24,11,0.00,2019-01-01
18366,5023,25,14,0.00,2019-01-01
18367,5023,32,13,0.00,2019-01-01
18368,5024,24,11,0.00,2019-01-01
18369,5024,25,14,0.00,2019-01-01
18370,5024,32,13,0.00,2019-01-01
18371,5025,24,11,0.00,2019-01-01
18372,5025,25,14,0.00,2019-01-01
18373,5025,32,13,0.00,2019-01-01
18374,5026,24,11,0.00,2019-01-01
18375,5026,25,14,0.00,2019-01-01
18376,5026,32,13,0.00,2019-01-01
18377,5027,24,11,0.00,2019-01-01
18378,5027,25,14,0.00,2019-01-01
18379,5027,32,13,0.00,2019-01-01
18380,5028,24,11,0.00,2019-01-01
18381,5028,25,14,0.00,2019-01-01
18382,5028,32,13,0.00,2019-01-01
18383,5029,24,11,0.00,2019-01-01
18384,5029,25,14,0.00,2019-01-01
18385,5029,32,13,0.00,2019-01-01
18386,5030,24,11,0.00,2019-01-01
18387,5030,25,14,0.00,2019-01-01
18388,5030,32,13,0.00,2019-01-01
18389,5031,24,11,0.00,2019-01-01
18390,5031,25,14,0.00,2019-01-01
18391,5031,32,13,0.00,2019-01-01
18392,5032,24,11,0.00,2019-02-21
18393,5032,25,14,0.00,2019-02-21
18394,5032,32,13,0.00,2019-02-21
18395,5033,24,11,0.00,2019-01-01
18396,5033,25,14,0.00,2019-01-01
18397,5033,32,13,0.00,2019-01-01
18398,5034,24,11,0.00,2019-01-01
18399,5034,25,14,0.00,2019-01-01
18400,5034,32,13,0.00,2019-01-01
18401,5035,24,11,0.00,2019-01-01
18402,5035,25,14,0.00,2019-01-01
18403,5035,32,13,0.00,2019-01-01
18404,5036,24,11,0.00,2019-01-01
18405,5036,25,14,0.00,2019-01-01
18406,5036,32,13,0.00,2019-01-01
18407,5037,24,11,0.00,2019-01-01
18408,5037,25,14,0.00,2019-01-01
18409,5037,32,13,0.00,2019-01-01
18410,5038,24,11,0.00,2019-01-01
18411,5038,25,14,0.00,2019-01-01
18412,5038,32,13,0.00,2019-01-01
18413,5039,24,11,0.00,2019-01-01
18414,5039,25,14,0.00,2019-01-01
18415,5039,32,13,0.00,2019-01-01
18416,5040,24,11,0.00,2019-01-01
18417,5040,25,14,0.00,2019-01-01
18418,5040,32,13,0.00,2019-01-01
18419,5041,24,11,0.00,2019-01-01
18420,5041,25,14,0.00,2019-01-01
18421,5041,32,13,0.00,2019-01-01
18422,5042,24,11,0.00,2019-01-01
18423,5042,25,14,0.00,2019-01-01
18424,5042,32,13,0.00,2019-01-01
18425,5043,24,11,0.00,2019-01-01
18426,5043,25,14,0.00,2019-01-01
18427,5043,32,13,0.00,2019-01-01
18428,5044,24,11,0.00,2019-01-01
18429,5044,25,14,0.00,2019-01-01
18430,5044,32,13,0.00,2019-01-01
18431,5045,24,11,0.00,2019-01-01
18432,5045,25,14,0.00,2019-01-01
18433,5045,32,13,0.00,2019-01-01
18434,5046,24,11,0.00,2019-01-01
18435,5046,25,14,0.00,2019-01-01
18436,5046,32,13,0.00,2019-01-01
18437,5047,24,11,0.00,2019-01-01
18438,5047,25,14,0.00,2019-01-01
18439,5047,32,13,0.00,2019-01-01
18440,5048,24,11,0.00,2019-01-01
18441,5048,25,14,0.00,2019-01-01
18442,5048,32,13,0.00,2019-01-01
18443,5049,24,11,0.00,2019-01-01
18444,5049,25,14,0.00,2019-01-01
18445,5049,32,13,0.00,2019-01-01
18446,5050,24,11,0.00,2019-01-01
18447,5050,25,14,0.00,2019-01-01
18448,5050,32,13,0.00,2019-01-01
18449,5051,24,11,0.00,2019-01-01
18450,5051,25,14,0.00,2019-01-01
18451,5051,32,13,0.00,2019-01-01
18452,5052,24,11,0.00,2019-01-01
18453,5052,25,14,0.00,2019-01-01
18454,5052,32,13,0.00,2019-01-01
18455,5053,24,11,0.00,2019-01-01
18456,5053,25,14,0.00,2019-01-01
18457,5053,32,13,0.00,2019-01-01
18458,5054,24,11,0.00,2019-01-01
18459,5054,25,14,0.00,2019-01-01
18460,5054,32,13,0.00,2019-01-01
18461,5055,24,11,0.00,2019-01-01
18462,5055,25,14,0.00,2019-01-01
18463,5055,32,13,0.00,2019-01-01
18464,5056,24,11,0.00,2019-01-01
18465,5056,25,14,0.00,2019-01-01
18466,5056,32,13,0.00,2019-01-01
18467,5057,24,11,0.00,2019-01-01
18468,5057,25,14,0.00,2019-01-01
18469,5057,32,13,0.00,2019-01-01
18470,5058,24,11,0.00,2019-01-01
18471,5058,25,14,0.00,2019-01-01
18472,5058,32,13,0.00,2019-01-01
18473,5059,24,11,0.00,2019-05-18
18474,5059,25,14,0.00,2019-05-18
18475,5059,32,13,0.00,2019-05-18
18476,5060,24,11,0.00,2019-01-01
18477,5060,25,14,0.00,2019-01-01
18478,5060,32,13,0.00,2019-01-01
18479,5061,24,11,0.00,2019-01-01
18480,5061,25,14,0.00,2019-01-01
18481,5061,32,13,0.00,2019-01-01
18482,5062,24,11,0.00,2019-01-01
18483,5062,25,14,0.00,2019-01-01
18484,5062,32,13,0.00,2019-01-01
18485,5063,24,11,0.00,2019-01-01
18486,5063,25,14,0.00,2019-01-01
18487,5063,32,13,0.00,2019-01-01
18488,5064,24,11,0.00,2019-01-01
18489,5064,25,14,0.00,2019-01-01
18490,5064,32,13,0.00,2019-01-01
18491,5065,24,11,0.00,2019-07-23
18492,5065,25,14,0.00,2019-07-23
18493,5065,32,13,0.00,2019-07-23
18494,5066,24,11,0.00,2019-01-01
18495,5066,25,14,0.00,2019-01-01
18496,5066,32,13,0.00,2019-01-01
18497,5067,24,11,0.00,2019-01-01
18498,5067,25,14,0.00,2019-01-01
18499,5067,32,13,0.00,2019-01-01
18500,5068,24,11,0.00,2019-01-01
18501,5068,25,14,0.00,2019-01-01
18502,5068,32,13,0.00,2019-01-01
18503,5069,24,11,0.00,2019-01-01
18504,5069,25,14,0.00,2019-01-01
18505,5069,32,13,0.00,2019-01-01
18506,5070,24,11,0.00,2019-01-01
18507,5070,25,14,0.00,2019-01-01
18508,5070,32,13,0.00,2019-01-01
18509,5071,24,11,0.00,2019-01-01
18510,5071,25,14,0.00,2019-01-01
18511,5071,32,13,0.00,2019-01-01
18512,5072,24,11,0.00,2019-01-01
18513,5072,25,14,0.00,2019-01-01
18514,5072,32,13,0.00,2019-01-01
18515,5073,24,11,0.00,2019-01-01
18516,5073,25,14,0.00,2019-01-01
18517,5073,32,13,0.00,2019-01-01
18518,5074,24,11,0.00,2019-01-01
18519,5074,25,14,0.00,2019-01-01
18520,5074,32,13,0.00,2019-01-01
18521,5075,24,11,0.00,2019-01-01
18522,5075,25,14,0.00,2019-01-01
18523,5075,32,13,0.00,2019-01-01
18524,5076,24,11,0.00,2019-01-01
18525,5076,25,14,0.00,2019-01-01
18526,5076,32,13,0.00,2019-01-01
18527,5077,24,11,0.00,2019-01-01
18528,5077,25,14,0.00,2019-01-01
18529,5077,32,13,0.00,2019-01-01
18530,5078,24,11,0.00,2019-01-01
18531,5078,25,14,0.00,2019-01-01
18532,5078,32,13,0.00,2019-01-01
18533,5079,24,11,0.00,2019-01-01
18534,5079,25,14,0.00,2019-01-01
18535,5079,32,13,0.00,2019-01-01
18536,5080,24,11,0.00,2019-01-01
18537,5080,25,14,0.00,2019-01-01
18538,5080,32,13,0.00,2019-01-01
18539,5081,24,11,0.00,2019-01-01
18540,5081,25,14,0.00,2019-01-01
18541,5081,32,13,0.00,2019-01-01
18542,5082,24,11,0.00,2019-01-01
18543,5082,25,14,0.00,2019-01-01
18544,5082,32,13,0.00,2019-01-01
18545,5083,24,11,0.00,2019-01-01
18546,5083,25,14,0.00,2019-01-01
18547,5083,32,13,0.00,2019-01-01
18548,5084,24,11,0.00,2019-01-01
18549,5084,25,14,0.00,2019-01-01
18550,5084,32,13,0.00,2019-01-01
18551,5085,24,11,0.00,2019-01-01
18552,5085,25,14,0.00,2019-01-01
18553,5085,32,13,0.00,2019-01-01
18554,5086,24,11,0.00,2019-01-01
18555,5086,25,14,0.00,2019-01-01
18556,5086,32,13,0.00,2019-01-01
18557,5087,24,11,0.00,2019-01-01
18558,5087,25,14,0.00,2019-01-01
18559,5087,32,13,0.00,2019-01-01
18560,5088,24,11,0.00,2019-01-01
18561,5088,25,14,0.00,2019-01-01
18562,5088,32,13,0.00,2019-01-01
18563,5089,24,11,0.00,2019-01-01
18564,5089,25,14,0.00,2019-01-01
18565,5089,32,13,0.00,2019-01-01
18566,5090,24,11,0.00,2019-01-01
18567,5090,25,14,0.00,2019-01-01
18568,5090,32,13,0.00,2019-01-01
18569,5091,24,11,0.00,2019-01-01
18570,5091,25,14,0.00,2019-01-01
18571,5091,32,13,0.00,2019-01-01
18572,5092,24,11,0.00,2019-01-01
18573,5092,25,14,0.00,2019-01-01
18574,5092,32,13,0.00,2019-01-01
18575,5093,24,11,0.00,2019-01-01
18576,5093,25,14,0.00,2019-01-01
18577,5093,32,13,0.00,2019-01-01
18578,5094,24,11,0.00,2019-01-01
18579,5094,25,14,0.00,2019-01-01
18580,5094,32,13,0.00,2019-01-01
18581,5095,24,11,0.00,2019-01-01
18582,5095,25,14,0.00,2019-01-01
18583,5095,32,13,0.00,2019-01-01
18584,5096,24,11,0.00,2019-01-01
18585,5096,25,14,0.00,2019-01-01
18586,5096,32,13,0.00,2019-01-01
18587,5097,24,11,0.00,2019-01-01
18588,5097,25,14,0.00,2019-01-01
18589,5097,32,13,0.00,2019-01-01
18590,5098,24,11,0.00,2019-01-01
18591,5098,25,14,0.00,2019-01-01
18592,5098,32,13,0.00,2019-01-01
18593,5099,24,11,0.00,2019-01-01
18594,5099,25,14,0.00,2019-01-01
18595,5099,32,13,0.00,2019-01-01
18596,5100,24,11,0.00,2019-01-01
18597,5100,25,14,0.00,2019-01-01
18598,5100,32,13,0.00,2019-01-01
18599,5101,24,11,0.00,2019-01-01
18600,5101,25,14,0.00,2019-01-01
18601,5101,32,13,0.00,2019-01-01
18602,5102,24,11,0.00,2019-01-01
18603,5102,25,14,0.00,2019-01-01
18604,5102,32,13,0.00,2019-01-01
18605,5103,24,11,0.00,2019-01-01
18606,5103,25,14,0.00,2019-01-01
18607,5103,32,13,0.00,2019-01-01
18608,5104,24,11,0.00,2019-01-01
18609,5104,25,14,0.00,2019-01-01
18610,5104,32,13,0.00,2019-01-01
18611,5105,24,11,0.00,2019-01-01
18612,5105,25,14,0.00,2019-01-01
18613,5105,32,13,0.00,2019-01-01
18614,5106,24,11,0.00,2019-01-01
18615,5106,25,14,0.00,2019-01-01
18616,5106,32,13,0.00,2019-01-01
18617,5107,24,11,0.00,2019-01-01
18618,5107,25,14,0.00,2019-01-01
18619,5107,32,13,0.00,2019-01-01
18620,5108,24,11,0.00,2019-01-01
18621,5108,25,14,0.00,2019-01-01
18622,5108,32,13,0.00,2019-01-01
18623,5109,24,11,0.00,2019-01-01
18624,5109,25,14,0.00,2019-01-01
18625,5109,32,13,0.00,2019-01-01
18626,5110,24,11,0.00,2019-01-01
18627,5110,25,14,0.00,2019-01-01
18628,5110,32,13,0.00,2019-01-01
18629,5111,24,11,0.00,2019-01-01
18630,5111,25,14,0.00,2019-01-01
18631,5111,32,13,0.00,2019-01-01
18632,5112,24,11,0.00,2019-01-01
18633,5112,25,14,0.00,2019-01-01
18634,5112,32,13,0.00,2019-01-01
18635,5113,24,11,0.00,2019-01-01
18636,5113,25,14,0.00,2019-01-01
18637,5113,32,13,0.00,2019-01-01
18638,5114,24,11,0.00,2019-01-01
18639,5114,25,14,0.00,2019-01-01
18640,5114,32,13,0.00,2019-01-01
18641,5115,24,11,0.00,2022-01-01
18642,5115,25,14,0.00,2022-01-01
18643,5115,32,13,0.00,2022-01-01
18644,5116,24,11,0.00,2019-01-01
18645,5116,25,14,0.00,2019-01-01
18646,5116,32,13,0.00,2019-01-01
18647,5117,24,11,0.00,2019-01-01
18648,5117,25,14,0.00,2019-01-01
18649,5117,32,13,0.00,2019-01-01
18650,5118,24,11,0.00,2019-01-01
18651,5118,25,14,0.00,2019-01-01
18652,5118,32,13,0.00,2019-01-01
18653,5119,24,11,0.00,2019-01-01
18654,5119,25,14,0.00,2019-01-01
18655,5119,32,13,0.00,2019-01-01
18656,5120,24,11,0.00,2019-01-01
18657,5120,25,14,0.00,2019-01-01
18658,5120,32,13,0.00,2019-01-01
18659,5121,24,11,0.00,2019-01-01
18660,5121,25,14,0.00,2019-01-01
18661,5121,32,13,0.00,2019-01-01
18662,5122,24,11,0.00,2019-01-01
18663,5122,25,14,0.00,2019-01-01
18664,5122,32,13,0.00,2019-01-01
18665,5123,24,11,0.00,2019-01-01
18666,5123,25,14,0.00,2019-01-01
18667,5123,32,13,0.00,2019-01-01
18668,5124,24,11,0.00,2019-01-01
18669,5124,25,14,0.00,2019-01-01
18670,5124,32,13,0.00,2019-01-01
18671,5125,24,11,0.00,2019-01-01
18672,5125,25,14,0.00,2019-01-01
18673,5125,32,13,0.00,2019-01-01
18674,5126,24,11,0.00,2019-01-01
18675,5126,25,14,0.00,2019-01-01
18676,5126,32,13,0.00,2019-01-01
18677,5127,24,11,0.00,2019-01-01
18678,5127,25,14,0.00,2019-01-01
18679,5127,32,13,0.00,2019-01-01
18680,5128,24,11,0.00,2019-01-01
18681,5128,25,14,0.00,2019-01-01
18682,5128,32,13,0.00,2019-01-01
18683,5129,24,11,0.00,2019-01-01
18684,5129,25,14,0.00,2019-01-01
18685,5129,32,13,0.00,2019-01-01
18686,5130,24,11,0.00,2019-01-01
18687,5130,25,14,0.00,2019-01-01
18688,5130,32,13,0.00,2019-01-01
18689,5131,24,11,0.00,2019-01-01
18690,5131,25,14,0.00,2019-01-01
18691,5131,32,13,0.00,2019-01-01
18692,5132,24,11,0.00,2019-01-01
18693,5132,25,14,0.00,2019-01-01
18694,5132,32,13,0.00,2019-01-01
18695,5133,24,11,0.00,2019-01-01
18696,5133,25,14,0.00,2019-01-01
18697,5133,32,13,0.00,2019-01-01
18698,5134,24,11,0.00,2019-01-01
18699,5134,25,14,0.00,2019-01-01
18700,5134,32,13,0.00,2019-01-01
18701,5135,24,11,0.00,2019-01-01
18702,5135,25,14,0.00,2019-01-01
18703,5135,32,13,0.00,2019-01-01
18704,5136,24,11,0.00,2019-01-01
18705,5136,25,14,0.00,2019-01-01
18706,5136,32,13,0.00,2019-01-01
18707,5137,24,11,0.00,2019-01-01
18708,5137,25,14,0.00,2019-01-01
18709,5137,32,13,0.00,2019-01-01
18710,5138,24,11,0.00,2019-03-13
18711,5138,25,14,0.00,2019-03-13
18712,5138,32,13,0.00,2019-03-13
18713,5139,24,11,0.00,2019-01-01
18714,5139,25,14,0.00,2019-01-01
18715,5139,32,13,0.00,2019-01-01
18716,5140,24,11,0.00,2019-01-01
18717,5140,25,14,0.00,2019-01-01
18718,5140,32,13,0.00,2019-01-01
18719,5141,24,11,0.00,2019-01-01
18720,5141,25,14,0.00,2019-01-01
18721,5141,32,13,0.00,2019-01-01
18722,5142,24,11,0.00,2019-01-01
18723,5142,25,14,0.00,2019-01-01
18724,5142,32,13,0.00,2019-01-01
18725,5143,24,11,0.00,2019-01-01
18726,5143,25,14,0.00,2019-01-01
18727,5143,32,13,0.00,2019-01-01
18728,5144,24,11,0.00,2019-01-01
18729,5144,25,14,0.00,2019-01-01
18730,5144,32,13,0.00,2019-01-01
18731,5145,24,11,0.00,2019-01-01
18732,5145,25,14,0.00,2019-01-01
18733,5145,32,13,0.00,2019-01-01
18734,5146,24,11,0.00,2019-01-01
18735,5146,25,14,0.00,2019-01-01
18736,5146,32,13,0.00,2019-01-01
18737,5147,24,11,0.00,2019-01-01
18738,5147,25,14,0.00,2019-01-01
18739,5147,32,13,0.00,2019-01-01
18740,5148,24,11,0.00,2019-01-01
18741,5148,25,14,0.00,2019-01-01
18742,5148,32,13,0.00,2019-01-01
18743,5149,24,11,0.00,2019-01-01
18744,5149,25,14,0.00,2019-01-01
18745,5149,32,13,0.00,2019-01-01
18746,5150,24,11,0.00,2019-01-01
18747,5150,25,14,0.00,2019-01-01
18748,5150,32,13,0.00,2019-01-01
18749,5151,24,11,0.00,2019-01-01
18750,5151,25,14,0.00,2019-01-01
18751,5151,32,13,0.00,2019-01-01
18752,5152,24,11,0.00,2019-01-18
18753,5152,25,14,0.00,2019-01-18
18754,5152,32,13,0.00,2019-01-18
18755,5153,24,11,0.00,2019-01-01
18756,5153,25,14,0.00,2019-01-01
18757,5153,32,13,0.00,2019-01-01
18758,5154,24,11,0.00,2019-01-01
18759,5154,25,14,0.00,2019-01-01
18760,5154,32,13,0.00,2019-01-01
18761,5155,24,11,0.00,2019-01-01
18762,5155,25,14,0.00,2019-01-01
18763,5155,32,13,0.00,2019-01-01
18764,5156,24,11,0.00,2019-01-01
18765,5156,25,14,0.00,2019-01-01
18766,5156,32,13,0.00,2019-01-01
18767,5157,24,11,0.00,2019-01-01
18768,5157,25,14,0.00,2019-01-01
18769,5157,32,13,0.00,2019-01-01
18770,5158,24,11,0.00,2019-01-01
18771,5158,25,14,0.00,2019-01-01
18772,5158,32,13,0.00,2019-01-01
18773,5159,24,11,0.00,2019-01-01
18774,5159,25,14,0.00,2019-01-01
18775,5159,32,13,0.00,2019-01-01
18776,5160,24,11,0.00,2019-01-01
18777,5160,25,14,0.00,2019-01-01
18778,5160,32,13,0.00,2019-01-01
18779,5161,24,11,0.00,2019-01-01
18780,5161,25,14,0.00,2019-01-01
18781,5161,32,13,0.00,2019-01-01
18782,5162,24,11,0.00,2019-01-01
18783,5162,25,14,0.00,2019-01-01
18784,5162,32,13,0.00,2019-01-01
18785,5163,24,11,0.00,2019-01-01
18786,5163,25,14,0.00,2019-01-01
18787,5163,32,13,0.00,2019-01-01
18788,5164,24,11,0.00,2019-01-01
18789,5164,25,14,0.00,2019-01-01
18790,5164,32,13,0.00,2019-01-01
18791,5165,24,11,0.00,2019-01-01
18792,5165,25,14,0.00,2019-01-01
18793,5165,32,13,0.00,2019-01-01
18794,5166,24,11,0.00,2019-08-16
18795,5166,25,14,0.00,2019-08-16
18796,5166,32,13,0.00,2019-08-16
18797,5167,24,11,0.00,2019-01-01
18798,5167,25,14,0.00,2019-01-01
18799,5167,32,13,0.00,2019-01-01
18800,5168,24,11,0.00,2019-01-01
18801,5168,25,14,0.00,2019-01-01
18802,5168,32,13,0.00,2019-01-01
18803,5169,24,11,0.00,2019-01-01
18804,5169,25,14,0.00,2019-01-01
18805,5169,32,13,0.00,2019-01-01
18806,5170,24,11,0.00,2019-01-01
18807,5170,25,14,0.00,2019-01-01
18808,5170,32,13,0.00,2019-01-01
18809,5171,24,11,0.00,2019-01-01
18810,5171,25,14,0.00,2019-01-01
18811,5171,32,13,0.00,2019-01-01
18812,5172,24,11,0.00,2019-01-01
18813,5172,25,14,0.00,2019-01-01
18814,5172,32,13,0.00,2019-01-01
18815,5173,24,11,0.00,2019-01-01
18816,5173,25,14,0.00,2019-01-01
18817,5173,32,13,0.00,2019-01-01
18818,5174,24,11,0.00,2019-01-01
18819,5174,25,14,0.00,2019-01-01
18820,5174,32,13,0.00,2019-01-01
18821,5175,24,11,0.00,2019-01-01
18822,5175,25,14,0.00,2019-01-01
18823,5175,32,13,0.00,2019-01-01
18824,5176,24,11,0.00,2019-01-01
18825,5176,25,14,0.00,2019-01-01
18826,5176,32,13,0.00,2019-01-01
18827,5177,24,11,0.00,2019-01-01
18828,5177,25,14,0.00,2019-01-01
18829,5177,32,13,0.00,2019-01-01
18830,5178,24,11,0.00,2019-01-01
18831,5178,25,14,0.00,2019-01-01
18832,5178,32,13,0.00,2019-01-01
18833,5179,24,11,0.00,2019-01-01
18834,5179,25,14,0.00,2019-01-01
18835,5179,32,13,0.00,2019-01-01
18836,5180,24,11,0.00,2019-01-01
18837,5180,25,14,0.00,2019-01-01
18838,5180,32,13,0.00,2019-01-01
18839,5181,24,11,0.00,2019-01-01
18840,5181,25,14,0.00,2019-01-01
18841,5181,32,13,0.00,2019-01-01
18842,5182,24,11,0.00,2019-01-01
18843,5182,25,14,0.00,2019-01-01
18844,5182,32,13,0.00,2019-01-01
18845,5183,24,11,0.00,2019-01-01
18846,5183,25,14,0.00,2019-01-01
18847,5183,32,13,0.00,2019-01-01
18848,5184,24,11,0.00,2019-07-18
18849,5184,25,14,0.00,2019-07-18
18850,5184,32,13,0.00,2019-07-18
18851,5185,24,11,0.00,2019-01-01
18852,5185,25,14,0.00,2019-01-01
18853,5185,32,13,0.00,2019-01-01
18854,5186,24,11,0.00,2019-02-08
18855,5186,25,14,0.00,2019-02-08
18856,5186,32,13,0.00,2019-02-08
18857,5187,24,11,0.00,2019-01-01
18858,5187,25,14,0.00,2019-01-01
18859,5187,32,13,0.00,2019-01-01
18860,5188,24,11,0.00,2019-01-01
18861,5188,25,14,0.00,2019-01-01
18862,5188,32,13,0.00,2019-01-01
18863,5189,24,11,0.00,2019-01-01
18864,5189,25,14,0.00,2019-01-01
18865,5189,32,13,0.00,2019-01-01
18866,5190,24,11,0.00,2019-01-01
18867,5190,25,14,0.00,2019-01-01
18868,5190,32,13,0.00,2019-01-01
18869,5191,24,11,0.00,2019-01-01
18870,5191,25,14,0.00,2019-01-01
18871,5191,32,13,0.00,2019-01-01
18872,5192,24,11,0.00,2019-01-01
18873,5192,25,14,0.00,2019-01-01
18874,5192,32,13,0.00,2019-01-01
18875,5193,24,11,0.00,2019-01-01
18876,5193,25,14,0.00,2019-01-01
18877,5193,32,13,0.00,2019-01-01
18878,5194,24,11,0.00,2019-01-01
18879,5194,25,14,0.00,2019-01-01
18880,5194,32,13,0.00,2019-01-01
18881,5195,24,11,0.00,2019-01-01
18882,5195,25,14,0.00,2019-01-01
18883,5195,32,13,0.00,2019-01-01
18884,5196,24,11,0.00,2019-01-01
18885,5196,25,14,0.00,2019-01-01
18886,5196,32,13,0.00,2019-01-01
18887,5197,24,11,0.00,2019-01-01
18888,5197,25,14,0.00,2019-01-01
18889,5197,32,13,0.00,2019-01-01
18890,5198,24,11,0.00,2019-02-13
18891,5198,25,14,0.00,2019-02-13
18892,5198,32,13,0.00,2019-02-13
18893,5199,24,11,0.00,2019-01-01
18894,5199,25,14,0.00,2019-01-01
18895,5199,32,13,0.00,2019-01-01
18896,5200,24,11,0.00,2019-01-01
18897,5200,25,14,0.00,2019-01-01
18898,5200,32,13,0.00,2019-01-01
18899,5201,24,11,0.00,2019-01-01
18900,5201,25,14,0.00,2019-01-01
18901,5201,32,13,0.00,2019-01-01
18902,5202,24,11,0.00,2019-01-01
18903,5202,25,14,0.00,2019-01-01
18904,5202,32,13,0.00,2019-01-01
18905,5203,24,11,0.00,2019-01-01
18906,5203,25,14,0.00,2019-01-01
18907,5203,32,13,0.00,2019-01-01
18908,5204,24,11,0.00,2019-07-13
18909,5204,25,14,0.00,2019-07-13
18910,5204,32,13,0.00,2019-07-13
18911,5205,24,11,0.00,2019-01-01
18912,5205,25,14,0.00,2019-01-01
18913,5205,32,13,0.00,2019-01-01
18914,5206,24,11,0.00,2019-01-01
18915,5206,25,14,0.00,2019-01-01
18916,5206,32,13,0.00,2019-01-01
18917,5207,24,11,0.00,2019-01-01
18918,5207,25,14,0.00,2019-01-01
18919,5207,32,13,0.00,2019-01-01
18920,5208,24,11,0.00,2019-01-01
18921,5208,25,14,0.00,2019-01-01
18922,5208,32,13,0.00,2019-01-01
